ID,predict
51238,0.42
52585,0.2
50725,0.5
51333,0.1
50731,0.56
53589,0.15
50082,0.22
53475,0.14
51495,0.28
50472,0.8
53821,0.18
54207,0.12
53448,0.06
53756,0.16
52249,0.01
50364,0.9
53737,0.13
52255,0.01
52279,0.3
52759,0.11
53165,0.82
52548,0.39
50967,0.26
53114,0.23
53553,0.38
51423,0.73
54114,0.36
53924,0.88
51734,0.09
52549,0.34
53213,0.3
51536,0.09
51561,0.15
52972,0.9
54275,0.55
50500,0.14
53565,0.34
52741,0.04
53613,0.05
53701,0.1
53984,0.13
52372,0.27
50871,0.21
52676,0.84
53136,0.05
53790,0.11
50013,0.33
53979,0.25
52014,0.82
52733,0.29
53873,0.15
51521,0.91
51721,0.55
50025,0.14
52327,0.04
51342,0.22
52861,0.15
50936,0.15
53606,0.59
50928,0.22
53123,0.16
50998,0.94
51683,0.53
50190,0.17
50451,0.12
53832,0.42
53936,0.27
51558,0.12
52108,0.63
54251,0.08
50076,0.06
54280,0.07
51669,0.12
51030,0.04
50797,0.43
51724,0.49
54067,0.43
51586,0.4
52242,0.07
52175,0.15
51665,0.17
52253,0.39
52454,0.66
50897,0.45
51132,0.31
50774,0.28
51436,0.35
53360,0.46
50296,0.2
52032,0.62
53554,0.82
53859,0.33
50041,0.52
53986,0.27
54230,0.27
50631,0.2
50340,0.11
50146,0.34
52458,0.28
52316,0.43
52824,0.15
52148,0.4
53140,0.2
54031,0.08
54066,0.35
50206,0.06
51229,0.33
50899,0.48
51370,0.34
51152,0.09
51395,0.19
51487,0.57
53387,0.95
50911,0.43
53884,0.17
51131,0.93
54081,0.09
53133,0.0
52260,0.03
51611,0.06
52608,0.4
51827,0.32
50378,0.05
50272,0.69
51667,0.25
51319,0.48
52325,0.16
53242,0.43
54262,0.15
52702,0.17
54265,0.24
51096,0.12
50785,0.08
52663,0.65
52240,0.11
53424,0.26
51820,0.11
51309,0.49
53227,0.5
53039,0.83
50539,0.68
52199,0.28
52763,0.39
50494,0.14
51828,0.46
54080,0.44
53388,0.06
50433,0.21
51941,0.1
50294,0.16
50398,0.17
51934,0.14
52165,0.1
52127,0.23
53316,0.69
50157,0.06
50645,0.17
51210,0.64
54135,0.11
51731,0.23
54241,0.51
50924,0.13
52170,0.1
52053,0.02
51920,0.45
52726,0.09
50877,0.16
50741,0.01
51006,0.13
53974,0.85
50397,0.24
51068,0.34
52330,0.3
53665,0.18
50363,0.43
53298,0.18
51354,0.09
54028,0.82
53801,0.07
51320,0.29
54015,0.07
51578,0.19
50965,0.1
53713,0.53
51078,0.79
50254,0.41
53686,0.64
50550,0.07
50532,0.0
50333,0.08
52271,0.22
53044,0.82
51352,0.42
51264,0.46
53327,0.23
50922,0.06
53760,0.88
50402,0.16
51805,0.09
54016,0.05
53943,0.9
54221,0.32
53455,0.13
50407,0.76
51296,0.62
53841,0.18
51259,0.09
51102,0.56
51907,0.73
51016,0.25
51733,0.91
50615,0.19
52813,0.5
53134,0.2
51117,0.37
50535,0.01
52956,0.88
50859,0.41
51344,0.12
53876,0.12
54095,0.12
52786,0.16
53610,0.63
51592,0.55
54076,0.17
51171,0.24
51368,0.22
53595,0.36
51163,0.02
51066,0.13
50141,0.06
50596,0.18
52388,0.27
52479,0.63
52313,0.26
51497,0.15
53594,0.4
50531,0.78
50401,0.5
51308,0.4
52691,0.1
51847,0.08
50636,0.19
51858,0.11
53071,0.27
51410,0.14
51400,0.12
52083,0.21
54097,0.02
50124,0.61
51362,0.07
53526,0.4
51313,0.11
52503,0.98
51241,0.9
53370,0.2
50006,0.07
53993,0.87
50056,0.17
52061,0.19
52558,0.22
51635,0.13
52658,0.37
53794,0.33
52665,0.83
50589,0.01
52812,0.11
50966,0.04
51185,0.21
51127,0.1
53504,0.09
51284,0.67
53049,0.08
50358,0.33
52594,0.85
54266,0.03
50672,0.21
50679,0.96
54219,0.18
52319,0.03
52184,0.48
50292,0.21
50085,0.33
53310,0.18
50958,0.07
50943,0.32
50130,0.29
50290,0.88
50155,0.04
51523,0.1
53557,0.08
50217,0.24
53187,0.23
52751,0.67
53767,0.65
50405,0.35
50260,0.22
54263,0.52
53443,0.55
53437,0.08
52223,0.29
51154,0.38
51118,0.33
50512,0.08
53202,0.26
50577,0.1
50476,0.07
51538,0.21
51710,0.09
50499,0.83
51174,0.43
50498,0.05
51275,0.11
50086,0.38
53353,0.06
51283,0.69
53560,0.43
51221,0.73
52396,0.14
52392,0.16
51454,0.13
51743,0.15
51785,0.4
51175,0.14
50179,0.58
53451,0.48
50466,0.15
53239,0.8
53063,0.23
51546,0.1
52953,0.93
51218,0.8
51502,0.75
51408,0.23
50262,0.38
50526,0.6
50847,0.44
51015,0.48
50316,0.33
54198,0.85
51035,0.24
50566,0.12
51891,0.63
50604,0.25
50620,0.2
50291,0.35
51797,0.75
52057,0.29
53651,0.1
50795,0.15
52096,0.14
54070,0.2
53309,0.64
50411,0.13
50288,0.73
53562,0.18
54069,0.8
52426,0.19
52229,0.05
50800,0.04
52518,0.18
53416,0.16
52656,0.05
54167,0.51
52605,0.16
51345,0.09
51712,0.14
50502,0.29
52525,0.67
51231,0.13
51451,0.18
51910,0.87
54049,0.17
52408,0.27
50621,0.0
50034,0.21
52353,0.07
53129,0.56
53101,0.51
52529,0.19
51373,0.04
53344,0.88
51086,0.05
52456,0.29
54096,0.21
51701,0.21
53103,0.35
50578,0.97
53867,0.77
52181,0.36
52268,0.87
51080,0.03
52989,0.15
50207,0.68
50696,0.22
51526,0.16
51420,0.28
53079,0.36
50814,0.17
52136,0.14
50450,0.03
51501,0.24
50473,0.55
51840,0.21
50702,0.94
53909,0.43
51864,0.23
52349,0.06
52100,0.07
53929,0.07
50505,0.1
51060,0.28
51673,0.72
50794,0.14
52560,0.78
52767,0.34
53814,0.12
52799,0.11
51775,0.03
51279,0.23
53091,0.38
54223,0.21
51954,0.75
50382,0.74
54174,0.28
52655,0.82
54055,0.07
50947,0.34
54074,0.22
50874,0.1
53675,0.87
51982,0.27
50619,0.77
53070,0.85
53973,0.51
50784,0.03
51929,0.22
52021,0.78
52226,0.35
52015,0.25
52877,0.21
53950,0.12
51791,0.39
53203,0.13
52308,0.83
53777,0.14
53481,0.5
50313,0.31
51422,0.04
53919,0.65
53705,0.88
52348,0.26
50345,0.23
54042,0.62
50792,0.31
53829,0.03
53617,0.14
51921,0.3
51203,0.78
50571,0.24
54181,0.64
53417,0.82
51074,0.18
50654,0.07
51434,0.56
52645,0.11
50169,0.59
50869,0.32
51141,0.05
50352,0.78
52445,0.55
53191,0.12
53486,0.46
50156,0.26
51559,0.45
50599,0.76
53099,0.78
53815,0.33
51684,0.04
51977,0.08
53065,0.38
51589,0.18
50569,0.06
52959,0.47
50020,0.15
50876,0.22
52192,0.28
53972,0.05
53396,0.49
53056,0.64
52720,0.7
52806,0.05
54024,0.19
53528,0.05
51880,0.53
51142,0.08
52550,0.21
53913,0.04
53808,0.97
53847,0.12
51280,0.02
53707,0.13
51965,0.47
51748,0.1
52866,0.03
50811,0.11
51819,0.03
52337,0.44
53149,0.23
50430,0.35
53654,0.05
50848,0.38
51145,0.45
52821,0.12
52044,0.24
52169,0.58
53633,0.17
52811,0.07
54029,0.06
53793,0.36
52882,0.29
52898,0.49
52098,0.55
50158,0.06
50561,0.61
50890,0.09
50932,0.04
54033,0.05
51070,0.16
53105,0.12
50724,0.29
50573,0.57
51316,0.06
52359,0.24
52344,0.04
53303,0.48
52399,0.03
54089,0.33
54270,0.63
50348,0.92
53374,0.17
51414,0.11
50067,0.13
54164,0.09
52716,0.11
52161,0.25
53263,0.11
50031,0.06
51050,0.24
52879,0.24
53090,0.08
53261,0.76
50567,0.35
54075,0.06
52052,0.36
50908,0.86
53051,0.13
50609,0.8
51257,0.26
53164,0.98
51924,0.25
53592,0.08
50536,0.33
52618,0.12
52404,0.45
54177,0.15
50780,0.12
53622,0.06
54222,0.33
51642,0.17
51407,0.08
50107,0.39
52846,0.3
50116,0.12
51937,0.31
52101,0.13
51756,0.1
54115,0.1
50547,0.18
51276,0.29
53671,0.34
53499,0.04
53089,0.36
50595,0.63
50758,0.03
51674,0.38
52504,0.19
53642,0.5
53513,0.12
52071,0.44
51718,0.17
52818,0.28
52836,0.96
52689,0.18
53522,0.06
53586,0.47
54046,0.12
50106,0.16
52022,0.23
53921,0.3
53295,0.93
51064,0.38
52721,0.31
51708,0.91
50339,0.96
52046,0.12
50999,0.76
53026,0.43
53244,0.07
53457,0.8
54236,0.28
52427,0.46
51927,0.91
51979,0.23
54258,0.14
51165,0.9
52800,0.96
52609,0.63
52925,0.23
53908,0.23
51092,0.46
51678,0.05
51217,0.02
54169,0.04
51922,0.27
50854,0.09
50236,0.17
50368,0.04
52843,0.08
50633,0.51
53531,0.55
50104,0.22
50970,0.97
50756,0.66
51476,0.29
53561,0.52
54019,0.45
50906,0.53
51760,0.74
50907,0.22
50057,0.08
53763,0.43
50488,0.8
52303,0.15
51147,0.21
50882,0.03
52757,0.24
54257,0.11
50701,0.5
52173,0.55
51492,0.6
53992,0.02
51911,0.38
53020,0.19
51608,0.38
50194,0.14
50893,0.19
53343,0.03
52211,0.16
53399,0.19
50225,0.47
52905,0.41
50802,0.11
51651,0.2
51810,0.04
50061,0.04
53893,0.7
51447,0.01
52430,0.65
54102,0.09
51193,0.29
54090,0.95
53331,0.63
54027,0.04
51335,0.24
50492,0.27
53507,0.21
52066,0.12
51449,0.25
51126,0.49
50712,0.32
53585,0.23
51951,0.88
53824,0.05
51702,0.72
53249,0.27
51607,0.24
51348,0.09
52568,0.09
51367,0.87
50709,0.12
52874,0.48
53313,0.63
51041,0.15
51322,0.14
52575,0.42
50480,0.09
53846,0.04
52114,0.12
52074,0.01
53422,0.06
53119,0.26
51489,0.61
52744,0.24
50456,0.12
53742,0.68
51018,0.5
50861,0.71
52067,0.18
52254,0.28
50759,0.08
51236,0.22
53010,0.05
52119,0.33
52310,0.64
50798,0.44
53121,0.57
50685,0.07
52416,0.85
51339,0.15
51488,0.46
52522,0.11
52080,0.17
52357,0.1
51914,0.21
53279,0.11
52610,0.15
50145,0.05
53419,0.34
53137,0.31
52718,0.08
51416,0.29
52275,0.01
50120,0.23
51713,0.09
52876,0.14
53789,0.2
53872,0.21
50538,0.43
50516,0.71
51033,0.17
52904,0.3
50942,0.16
54267,0.26
52507,0.03
52250,0.4
52723,0.33
51312,0.32
53719,0.05
50095,0.15
51680,0.26
51405,0.3
50867,0.85
52944,0.45
52358,0.43
52943,0.07
53785,0.22
52828,0.19
51009,0.49
53215,0.35
51063,0.7
50730,0.22
53866,0.14
50289,0.57
51146,0.43
50528,0.24
52291,0.52
50593,0.42
53305,0.05
50410,0.9
51468,0.35
53996,0.0
53383,0.06
53902,0.08
53008,0.27
50971,0.04
52410,0.17
50625,0.6
50446,0.97
50307,0.06
50351,0.47
50704,0.16
51912,0.67
52607,0.27
51411,0.12
51465,0.16
53728,0.15
50585,0.68
52711,0.26
50752,0.06
51338,0.1
50711,0.32
50831,0.02
52680,0.28
50148,0.47
53898,0.06
53762,0.3
51654,0.02
51628,0.13
53028,0.47
53346,0.67
50360,0.08
52429,0.78
52498,0.16
52487,0.7
50143,0.2
50546,0.52
52971,0.24
51170,0.17
53730,0.39
52239,0.17
52225,0.37
50591,0.22
52869,0.02
50154,0.16
52746,0.1
51306,0.84
50371,0.14
53534,0.05
52966,0.17
51023,0.66
54227,0.26
51883,0.25
52176,0.07
50739,0.17
52830,0.52
51960,0.1
52764,0.5
52147,0.48
52402,0.09
51355,0.01
51704,0.71
53159,0.12
52134,0.06
51417,0.2
52519,0.91
53326,0.65
53751,0.06
52111,0.24
52967,0.19
52710,0.16
52776,0.14
52892,0.08
51128,0.14
51435,0.45
52779,0.63
53510,0.23
51593,0.16
51947,0.11
53131,0.39
52467,0.33
54204,0.75
51469,0.03
53170,0.14
53538,0.45
50563,0.42
50109,0.12
53604,0.07
53605,0.16
51567,0.83
52749,0.2
52509,0.21
52036,0.3
51580,0.05
51940,0.35
50202,0.15
54087,0.43
50424,0.03
53755,0.1
50192,0.73
51197,0.08
54166,0.49
50519,0.11
54068,0.13
53733,0.03
51846,0.1
53265,0.27
52432,0.04
50558,0.14
50708,0.09
53860,0.64
50037,0.18
50425,0.13
52483,0.12
52213,0.63
51196,0.09
52643,0.2
52289,0.16
50108,0.07
50497,0.16
53837,0.77
53247,0.34
52210,0.34
53962,0.63
51812,0.63
51603,0.06
52775,0.15
51049,0.27
51981,0.16
52740,0.39
54252,0.11
51604,0.17
50245,0.12
50733,0.09
50763,0.83
50280,0.05
54131,0.24
50253,0.85
50549,0.11
53082,0.0
53969,0.31
51461,0.17
53983,0.83
51758,0.15
53720,0.42
51641,0.89
53769,0.29
50393,0.18
53862,0.22
50386,0.76
50771,0.13
50828,0.07
50181,0.01
53074,0.25
54250,0.28
53845,0.68
53684,0.66
51439,0.14
50419,0.01
53603,0.79
51770,0.42
52632,0.31
51002,0.25
53183,0.44
51916,0.06
51318,0.19
51547,0.15
50572,0.09
53248,0.85
51786,0.13
50740,0.62
50277,0.21
53097,0.97
52598,0.31
51686,0.37
51531,0.63
54002,0.08
52339,0.43
53503,0.15
54154,0.48
51888,0.11
50377,0.74
51183,0.3
54000,0.26
50666,0.91
51576,0.2
52629,0.19
51884,0.61
51621,0.07
50658,0.09
51890,0.3
50079,0.13
53407,0.08
53257,0.09
53888,0.3
53421,0.2
52346,0.29
50915,0.88
51967,0.1
53803,0.14
51398,0.97
52270,0.46
51901,0.21
53959,0.22
52940,0.45
53813,0.33
51168,0.71
52543,0.51
51179,0.55
51993,0.64
51745,0.31
54063,0.8
54277,0.66
52705,0.17
51552,0.43
53266,0.38
52343,0.26
50322,0.54
50783,0.36
51953,0.14
50743,0.26
50327,0.02
50766,0.67
53963,0.24
50045,0.17
53570,0.29
53987,0.29
52292,0.07
54047,0.64
53999,0.3
50788,0.03
52203,0.32
53146,0.69
51429,0.63
51990,0.33
52911,0.74
51243,0.07
54226,0.32
50121,0.5
52932,0.2
52659,0.28
54278,0.21
50723,0.05
51898,0.05
52921,0.21
51288,0.52
51251,0.89
52875,0.3
51871,0.16
52870,0.0
50851,0.13
51640,0.33
53877,0.25
52946,0.18
53556,0.05
51321,0.09
53410,0.71
52692,0.19
50772,0.43
50626,0.52
51896,0.4
50699,0.17
53201,0.12
51430,0.56
51514,0.0
54010,0.17
50016,0.36
51155,0.36
50894,0.07
53172,0.1
50147,0.48
53895,0.86
53887,0.77
50422,0.53
53267,0.28
54099,0.93
53397,0.81
51925,0.32
51133,0.27
50315,0.03
54134,0.75
50437,0.17
53162,0.08
52413,0.08
52424,0.07
52332,0.1
50142,0.13
50663,0.14
52969,0.05
52420,0.78
50110,0.08
52981,0.26
53990,0.71
50705,0.57
51583,0.35
52107,0.4
54212,0.19
50714,0.11
52912,0.07
51230,0.12
52616,0.04
54051,0.22
50426,0.15
53575,0.33
54123,0.21
52935,0.04
51473,0.17
53998,0.57
51399,0.06
51079,0.04
52172,0.09
53160,0.19
50224,0.84
52088,0.41
52851,0.06
51499,0.57
52129,0.7
52960,0.21
51970,0.05
53368,0.67
52043,0.1
50212,0.76
50071,0.24
51177,0.06
51044,0.34
50850,0.23
51707,0.17
54172,0.05
50744,0.29
53442,0.31
52457,0.07
53145,0.81
52531,0.77
53157,0.15
53463,0.08
53823,0.21
53729,0.02
52888,0.68
52218,0.24
53564,0.25
52231,0.72
53542,0.11
50126,0.89
51326,0.08
52841,0.04
50312,0.15
53647,0.54
53128,0.88
50102,0.22
54107,0.1
53418,0.14
50790,0.06
52713,0.07
54030,0.04
53629,0.35
50429,0.45
51661,0.47
51455,0.08
51404,0.85
52124,0.27
52257,0.19
51556,0.22
52283,0.26
53580,0.43
53359,0.14
52493,0.33
52730,0.56
51178,0.28
53047,0.04
52224,0.3
51620,0.28
51693,0.44
52007,0.06
52259,0.04
50614,0.25
53527,0.2
52722,0.05
53994,0.1
52499,0.17
53308,0.14
53774,0.11
53241,0.11
52889,0.33
52829,0.68
52577,0.74
52580,0.0
54003,0.67
54035,0.26
52485,0.43
50562,0.26
52706,0.07
50954,0.5
52451,0.37
50103,0.64
51052,0.71
52444,0.11
52803,0.17
51645,0.2
50888,0.13
53059,0.1
52639,0.12
53611,0.15
50775,0.13
50817,0.45
53781,0.53
50629,0.23
50634,0.22
50049,0.06
53997,0.39
51906,0.92
52862,0.15
50469,0.35
50891,0.14
54268,0.4
52807,0.41
50652,0.05
51202,0.75
52018,0.51
53818,0.23
53907,0.2
52596,0.14
50072,0.43
50590,0.15
50187,0.03
52153,0.23
50742,0.23
51913,0.01
52855,0.14
54146,0.21
50793,0.13
54254,0.75
50910,0.42
50054,0.24
52595,0.16
50467,0.26
54215,0.71
53289,0.24
54168,0.04
53690,0.56
52955,0.03
51299,0.64
52409,0.51
53268,0.34
50765,0.11
50040,0.09
51059,0.19
51105,0.07
52881,0.12
51874,0.1
50602,0.04
50789,0.13
51292,0.2
53942,0.15
53896,0.04
52986,0.03
50328,0.23
53941,0.24
52047,0.2
53068,0.77
50487,0.14
50900,0.22
50101,0.38
52028,0.01
52994,0.21
53030,0.14
51729,0.52
52501,0.38
52062,0.12
53042,0.36
51057,0.26
53590,0.1
51554,0.47
52728,0.49
50718,0.14
52571,0.28
53856,0.42
51403,0.24
51570,0.13
53425,0.12
52306,0.76
53120,0.16
51143,0.14
52191,0.5
52957,0.9
52810,0.23
50318,0.09
52561,0.44
50302,0.06
52000,0.11
50075,0.12
53697,0.26
52103,0.12
53197,0.0
50968,0.04
54120,0.32
53484,0.22
50875,0.22
53602,0.24
52311,0.86
53559,0.41
50824,0.66
53682,0.08
52847,0.22
53414,0.08
50023,0.13
50656,0.33
52675,0.21
52919,0.15
50374,0.2
52281,0.18
52322,0.21
51327,0.12
52024,0.26
53272,0.59
53529,0.1
53661,0.02
53631,0.09
54098,0.12
50858,0.3
53917,0.08
51111,0.23
53955,0.2
53124,0.62
52405,0.05
50745,0.1
52354,0.54
50483,0.08
54092,0.28
53530,0.07
53548,0.12
52747,0.33
52895,0.29
52159,0.09
53925,0.18
50198,0.11
54103,0.63
50559,0.4
53940,0.09
53291,0.22
51073,0.21
51061,0.36
53546,0.29
51783,0.22
52438,0.06
54122,0.28
53692,0.23
53640,0.14
52857,0.02
52693,0.1
53347,0.57
53827,0.69
54062,0.05
51624,0.53
50337,0.75
52816,0.47
51415,0.14
50904,0.2
53002,0.91
53231,0.3
51432,0.56
52055,0.28
50084,0.26
51365,0.2
50131,0.88
51331,0.18
52951,0.07
51792,0.22
51873,0.17
52142,0.17
52389,0.28
52936,0.37
51014,0.33
52987,0.31
50816,0.17
51983,0.15
52977,0.1
51644,0.03
51877,0.09
51928,0.15
53582,0.2
50204,0.85
51438,0.08
50486,0.46
52126,0.08
50089,0.16
52045,0.44
50004,0.54
50062,0.67
50587,0.11
50813,0.33
50219,0.78
50149,0.11
51176,0.79
50837,0.4
52355,0.13
53636,0.21
51337,0.09
51227,0.38
52918,0.26
50301,0.6
51540,0.15
53367,0.11
51071,0.18
52555,0.03
51153,0.19
52845,0.02
52523,0.21
53833,0.21
50323,0.24
51453,0.13
53229,0.42
54218,0.22
51095,0.84
53003,0.0
50692,0.23
51424,0.07
53696,0.13
52049,0.0
53333,0.81
51837,0.08
53525,0.05
51738,0.37
53040,0.11
50303,0.15
50582,0.2
52745,0.29
51625,0.29
50639,0.67
54272,0.62
50134,0.14
53473,0.06
53493,0.23
52781,0.32
50951,0.09
50015,0.14
50916,0.13
52696,0.79
53706,0.17
50213,0.76
52952,0.19
51140,0.0
53233,0.82
52258,0.69
52034,0.13
50387,0.56
52865,0.17
51186,0.24
53970,0.48
52822,0.09
52864,0.18
51818,0.21
50421,0.26
50987,0.39
53865,0.12
51087,0.13
53411,0.24
51360,0.31
51467,0.14
53006,0.21
52715,0.27
50919,0.68
51058,0.19
53168,0.43
51741,0.13
54179,0.07
51356,0.26
52709,0.28
52156,0.65
53084,0.2
51931,0.18
52634,0.27
53644,0.07
52263,0.3
51814,0.43
51660,0.17
53857,0.08
51831,0.07
52085,0.71
51369,0.22
53875,0.33
51122,0.26
52027,0.91
51181,0.24
53406,0.02
51518,0.04
51098,0.36
51289,0.18
50878,0.26
53727,0.27
54121,0.3
52059,0.23
51379,0.2
51051,0.33
51448,0.02
53096,0.15
52378,0.42
53656,0.56
52962,0.12
50703,0.33
50305,0.48
53891,0.35
53519,0.66
51664,0.17
54274,0.18
50380,0.29
51192,0.7
53358,0.07
51918,0.13
50638,0.2
50809,0.33
52701,0.51
53102,0.19
51038,0.14
53260,0.26
52700,0.63
51703,0.14
50436,0.18
50233,0.5
52051,0.1
50884,0.11
50846,0.3
52464,0.49
50961,0.06
53080,0.48
52826,0.17
52697,0.12
51999,0.06
52455,0.8
52635,0.73
53468,0.1
53638,0.41
54072,0.91
53828,0.33
52844,0.64
53966,0.51
53064,0.58
51868,0.32
51216,0.05
52197,0.19
53797,0.06
54044,0.2
53369,0.88
53552,0.45
50299,0.42
53382,0.46
54185,0.1
50887,0.28
54094,0.03
52288,0.93
52247,0.4
53985,0.04
52093,0.26
52447,0.72
54200,0.44
52185,0.17
52593,0.2
53107,0.26
51189,0.27
51054,0.07
53717,0.96
52582,0.14
54018,0.35
50381,0.21
50205,0.1
54247,0.53
51832,0.18
54054,0.68
53314,0.18
52686,0.01
51908,0.44
52496,0.24
50510,0.57
52471,0.8
52054,0.11
51121,0.51
53482,0.23
52206,0.33
51588,0.09
53258,0.09
50032,0.18
54202,0.17
52204,0.18
52569,0.12
52006,0.15
51358,0.62
52538,0.13
51598,0.28
51004,0.12
51282,0.14
53243,0.22
53287,0.7
52641,0.15
51571,0.26
51260,0.17
54127,0.78
53550,0.4
51047,0.3
53899,0.24
52670,0.12
50994,0.62
50350,0.04
50406,0.0
50939,0.21
50545,0.08
50459,0.1
53549,0.74
53935,0.1
53858,0.33
52386,0.38
50681,0.13
50895,0.24
51917,0.14
50153,0.27
50122,0.12
51191,0.11
52168,0.08
54009,0.14
52894,0.52
51606,0.3
52648,0.57
52511,0.1
54036,0.14
53660,0.13
53648,0.35
51841,0.13
51166,0.69
51543,0.67
54153,0.41
51258,0.29
53464,0.26
50586,0.06
51904,0.79
51273,0.45
51769,0.46
50946,0.05
53937,0.34
51082,0.21
52893,0.17
51647,0.1
52570,0.16
53429,0.15
50197,0.09
53278,0.09
50150,0.65
52576,0.44
52738,0.22
50180,0.03
53363,0.48
51804,0.3
50992,0.29
53798,0.07
52880,0.1
51565,0.26
53246,0.64
53820,0.34
52698,0.09
50257,0.0
50392,0.35
51441,0.61
53093,0.0
53005,0.15
51272,0.18
53384,0.29
53843,0.78
54156,0.42
51505,0.31
50474,0.16
53300,0.34
50118,0.22
50178,0.52
53436,0.68
53409,0.34
50686,0.04
51633,0.13
52345,0.11
53991,0.66
51789,0.16
51698,0.16
50761,0.25
51966,0.95
54217,0.11
52157,0.71
51437,0.1
51663,0.18
50064,0.66
52590,0.04
53646,0.21
53377,0.28
50935,0.24
50649,0.51
53736,0.05
52760,0.2
54159,0.6
53092,0.42
51384,0.15
51242,0.04
51034,0.71
50732,0.23
52965,0.53
53173,0.71
50684,0.16
50139,0.11
50223,0.05
52123,0.05
51881,0.27
53624,0.32
53465,0.19
51484,0.44
52930,0.68
51824,0.18
50068,0.32
53788,0.4
53277,0.34
50643,0.18
53380,0.21
50588,0.17
53109,0.06
53579,0.52
53432,0.11
51550,0.08
51855,0.46
51597,0.55
53357,0.19
51717,0.2
52756,0.1
53667,0.31
53196,0.31
52671,0.11
52771,0.29
54133,0.74
53923,0.23
52975,0.4
53897,0.23
52443,0.78
50839,0.95
51613,0.5
51208,0.25
54144,0.27
53127,0.21
51314,0.9
52526,0.53
50010,0.05
50165,0.05
51972,0.09
50555,0.12
54228,0.1
50115,0.25
50682,0.1
50310,0.19
54229,0.03
50475,0.08
52468,0.11
51222,0.2
52602,0.34
50879,0.74
53385,0.12
50218,0.1
50211,0.17
52682,0.7
51666,0.18
52102,0.13
53126,0.61
51555,0.57
53905,0.04
50648,0.14
52886,0.1
52019,0.6
54119,0.06
51594,0.53
51012,0.22
53394,0.84
51353,0.1
51915,0.17
51516,0.27
52766,0.48
53637,0.19
51933,0.2
53830,0.06
53926,0.18
52195,0.17
53001,0.81
52302,0.15
51889,0.16
52154,0.05
50565,0.19
52440,0.03
53932,0.4
54261,0.9
50230,0.14
52194,0.04
50048,0.45
51019,0.15
52215,0.16
51528,0.11
50956,0.45
50052,0.12
50598,0.82
51755,0.44
50808,0.16
52095,0.13
53480,0.36
53628,0.06
53758,0.68
53373,0.1
50399,0.14
53735,0.95
52672,0.07
50651,0.28
53234,0.4
52906,0.19
50468,0.95
51730,0.03
51013,0.26
53669,0.22
54141,0.15
50347,0.15
51595,0.73
52328,0.22
50990,0.23
54004,0.26
51483,0.11
50715,0.79
50009,0.69
52788,0.26
51668,0.19
51798,0.2
52318,0.71
54093,0.16
53566,0.04
53747,0.11
50285,0.25
52589,0.44
51652,0.26
52789,0.11
50444,0.08
52391,0.12
51875,0.3
50830,0.09
52151,0.84
52431,0.56
50099,0.92
50781,0.7
50803,0.21
52903,0.69
53946,0.32
50495,0.14
52480,0.24
52190,0.31
50827,0.07
53740,0.6
53655,0.15
52214,0.84
52209,0.38
53714,0.81
54279,0.07
53208,0.25
53981,0.14
51952,0.43
53088,0.36
51137,0.19
50007,0.38
51219,0.09
53297,0.13
52221,0.33
52494,0.14
54211,0.15
54201,0.58
52914,0.14
52627,0.33
53545,0.06
50868,0.84
52252,0.31
50902,0.17
50580,0.56
54193,0.27
53184,0.44
54137,0.5
50485,0.04
53048,0.79
50644,0.29
54244,0.85
50945,0.29
52010,0.09
52907,0.19
53783,0.31
53977,0.15
51486,0.3
53850,0.72
50003,0.02
53449,0.56
51037,0.88
52406,0.24
52476,0.11
52324,0.03
50266,0.41
51490,0.4
50749,0.11
53301,0.34
50491,0.73
51893,0.07
51742,0.62
52078,0.02
50445,0.01
52808,0.04
52421,0.03
54189,0.42
53766,0.14
53949,0.9
53188,0.13
51246,0.17
51482,0.74
50617,0.56
54281,0.19
51224,0.06
53621,0.21
51677,0.32
54056,0.36
52390,0.17
52559,0.86
51655,0.22
51029,0.31
54148,0.66
50944,0.42
51525,0.44
52439,0.35
52276,0.31
52931,0.82
50517,0.88
50479,0.03
50799,0.48
52082,0.23
51268,0.33
50008,0.11
53861,0.21
53598,0.18
50231,0.09
53391,0.27
50440,0.22
50525,0.53
50624,0.09
51634,0.24
53144,0.09
51372,0.13
51722,0.56
50094,0.12
52591,0.6
54045,0.65
53018,0.05
50415,0.17
50209,0.1
51199,0.9
51504,0.56
50281,0.14
51942,0.98
51130,0.62
53851,0.02
52437,0.22
52996,0.73
52299,0.62
52937,0.27
51157,0.17
52938,0.2
53461,0.16
50059,0.4
50520,0.39
51351,0.02
54220,0.06
51036,0.05
52791,0.21
50668,0.09
50017,0.14
52924,0.15
52286,0.24
54151,0.03
53061,0.35
52769,0.26
50753,0.49
51262,0.01
52261,0.6
53288,0.5
50957,0.15
53130,0.6
51637,0.93
53894,0.3
53494,0.17
54101,0.19
52615,0.79
51445,0.86
52116,0.24
53625,0.17
52133,0.18
53318,0.14
50912,0.23
52514,0.09
52927,0.85
51963,0.51
52477,0.91
50417,0.06
50412,0.11
53718,0.09
50196,0.5
51249,0.35
51752,0.05
50284,0.56
54188,0.32
53920,0.17
51135,0.22
51568,0.07
51169,0.89
52714,0.13
52732,0.6
53889,0.06
52428,0.47
53571,0.29
53060,0.3
52896,0.65
54034,0.02
51803,0.14
52338,0.34
53460,0.12
50359,0.21
53478,0.91
52412,0.5
52572,0.25
50574,0.27
53754,0.29
53543,0.64
52031,0.06
50693,0.32
